郑东新区,龙翔嘉苑 龙湖中环路 省儿童医院 精装修 可短租,龙翔嘉苑10号院,面积：16.00㎡,"['楼层：3/20层', '朝向：南', '户型：5室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,飘窗,地址：龙湖外环路龙翼七街交叉口,800
郑东新区,龙翔嘉苑 朝南大阳台 郑大一附院 北龙湖CBD附近 精装,龙翔嘉苑10号院,面积：16.00㎡,"['楼层：3/20层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：龙湖外环路龙翼七街交叉口,860
郑东新区,精装全齐，朝北次卧，温馨小家,龙之梦东苑,面积：18.00㎡,"['楼层：2/30层', '朝向：南', '户型：5室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,飘窗,地址：郑东新区龙湖中环南路东，龙翔六街南,900
郑东新区,朝南，采光好，精装全齐,龙之梦东苑,面积：16.00㎡,"['楼层：2/30层', '朝向：南', '户型：5室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：郑东新区龙湖中环南路东，龙翔六街南,960
郑东新区,悦如公寓 朝南带飘窗 交通便利,祭城26号院,面积：15.00㎡,"['楼层：13/27层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：心怡路畅和街交叉口,1180
郑东新区,龙岗新城  朝北大次卧,龙岗新城,面积：18.00㎡,"['楼层：5/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：阳光橙,入住时间：立即入住,,地址：郑东新区金水东路与107辅道交汇处,860
郑东新区,悦如公寓 朝南大阳台 采光好 全齐家电,陈岗社区,面积：15.00㎡,"['楼层：1/6层', '朝向：南', '户型：5室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：熊儿河路相济路交叉口东50米路北,930
郑东新区,悦如公寓 主卧独卫 朝南飘窗 精装修,陈岗社区,面积：25.00㎡,"['楼层：1/6层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：熊儿河路相济路交叉口东50米路北,1280
中原区,西元国际  地铁口 全新家电 周边生活设施齐全,六合幸福门一期,面积：18.00㎡,"['楼层：14/33层', '朝向：西', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,独卫,地址：建设路秦岭路交叉口往北200米,1430
中原区,万达附近，两室一厅，精装房源，拎包入住,罗庄小区,面积：72.22㎡,"['楼层：33/33层', '朝向：南', '户型：2室1厅1厨1卫']",风格：普通,入住时间：立即入住,独卫,地址：中原路与华山路交叉口西南角,2000
中原区,紧邻万达  非中介 可月付,罗庄小区,面积：22.00㎡,"['楼层：25/31层', '朝向：东', '户型：4室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：中原路与华山路交叉口西南角,1238
高新区,精装主卧大飘窗，电子产业园，房租月付，精装全齐,升龙又一城F区,面积：17.00㎡,"['楼层：21/28层', '朝向：南', '户型：4室1厅1厨1卫']",风格：青春派,入住时间：立即入住,飘窗,地址：高新区长椿路与科学大道交叉口,830
高新区,精装大单间，房租月付，电子产业园，朝南采光好,升龙又一城F区,面积：18.00㎡,"['楼层：21/28层', '朝向：南', '户型：4室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,飘窗,地址：高新区长椿路与科学大道交叉口,800
高新区,升龙又一城 家具家电全齐 可月付,升龙又一城2号院,面积：15.00㎡,"['楼层：7/32层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：科学大道与长椿路交叉口,960
高新区,家具家电全齐 可月付 地铁口仅50米 欢迎入住,西时马小区,面积：19.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：阳光橙,入住时间：立即入住,,地址：高新区长椿路莲花街往北50米路西,830
高新区,家具家电全齐 可月付 地铁口仅50米 欢迎入住,西时马小区,面积：13.00㎡,"['楼层：4/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：高新区长椿路莲花街往北50米路西,680
高新区,朝南主卧 家具家电齐全 拎包即住 可月付 随时看房 精装,谦祥万和城D区,面积：19.00㎡,"['楼层：15/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,860
郑东新区,悦如公寓贾岗 精装朝南大阳台,龙岗新城,面积：20.00㎡,"['楼层：22/27层', '朝向：南', '户型：4室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,,地址：郑东新区金水东路与107辅道交汇处,1000
郑东新区,悦如公寓 朝南大房间,龙岗新城,面积：20.00㎡,"['楼层：4/6层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：郑东新区金水东路与107辅道交汇处,1200
郑东新区,悦如公寓 朝南大房间,龙岗新城,面积：18.00㎡,"['楼层：4/6层', '朝向：南', '户型：3室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：郑东新区金水东路与107辅道交汇处,1200
郑东新区,时埂社区 精装修南向带阳台 可月付 龙子湖高校区,时埂社区,面积：17.00㎡,"['楼层：5/6层', '朝向：南', '户型：4室2厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：郑州市金水区小夏街,830
郑东新区,悦如公寓 永威五月花城 精装次卧,永威五月花城,面积：13.00㎡,"['楼层：25/32层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：郑东新区明理路与姚桥路交汇处东北角,880
郑东新区,悦如公寓 永威五月花城 精装朝南 大阳台,永威五月花城,面积：23.00㎡,"['楼层：25/32层', '朝向：南', '户型：5室1厅1厨2卫']",风格：纽约故事,入住时间：立即入住,,地址：郑东新区明理路与姚桥路交汇处东北角,1100
郑东新区,（悦如公寓）朝南优化间 精装修,晖达新领地一期,面积：20.00㎡,"['楼层：7/11层', '朝向：东南', '户型：4室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：心怡路和光正路交叉口向东180米路南,1295
郑东新区,悦如公寓 祭城6号院 地铁五号线 朝南阳台主卧,祭城6号院,面积：18.00㎡,"['楼层：5/5层', '朝向：南', '户型：5室0厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：心怡路与盛和街交汇东北角,1080
郑东新区,悦如公寓 温馨次卧 文苑北路地铁口旁 环境优美,永威五月花城,面积：16.00㎡,"['楼层：3/30层', '朝向：南', '户型：5室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：郑东新区明理路与姚桥路交汇处东北角,900
中原区,温馨舒适 万达商圈 采光好 欧式风格 可月付,绿都城,面积：26.00㎡,"['楼层：5/5层', '朝向：南', '户型：8室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：中原路与西环路交叉口向南50米路西,560
中原区,温馨舒适 万达商圈 采光好 欧式风格  可月付,绿都城,面积：13.00㎡,"['楼层：5/5层', '朝向：南', '户型：8室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：中原路与西环路交叉口向南50米路西,530
中原区,万达商圈 带飘窗 大面积 舒适 可月付,绿都城,面积：20.00㎡,"['楼层：5/5层', '朝向：南', '户型：8室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,飘窗,地址：中原路与西环路交叉口向南50米路西,800
中原区,秦岭路 BRT 环境优美 可月付,凯田花园,面积：15.00㎡,"['楼层：15/30层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：中原区秦岭路与淮河西路交叉口,800
高新区,公交首站，主卧朝南带阳台 家具家电齐全 可月付 随时看房,谦祥万和城B区,面积：15.00㎡,"['楼层：28/34层', '朝向：南', '户型：5室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：长椿路莲花街往北300米路西,800
高新区,工大地铁口紧邻863威科姆 谦祥万和城 超大次卧 阳光充足,谦祥万和城D区,面积：14.00㎡,"['楼层：6/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,830
高新区,地铁房，温馨小次卧，家电全齐！押一付一！拎包入住,谦祥万和城D区,面积：17.00㎡,"['楼层：30/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,760
高新区,郑大附近，科学大道地铁口，朝南,升龙又一城2号院,面积：15.00㎡,"['楼层：11/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,飘窗,地址：科学大道与长椿路交叉口,830
高新区,精装次卧 全新家电家具 50M光纤,谦祥万和城D区,面积：15.00㎡,"['楼层：23/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,730
高新区,带阳台大主卧  地铁首站  紧邻新郑大,西时马小区,面积：21.00㎡,"['楼层：2/6层', '朝向：南', '户型：3室1厅1厨1卫']",风格：青春派,入住时间：立即入住,,地址：高新区长椿路莲花街往北50米路西,780
高新区,精装全齐 可月付 无中介费,升龙又一城1号院,面积：12.00㎡,"['楼层：30/34层', '朝向：南', '户型：4室1厅1厨1卫']",风格：普通,入住时间：立即入住,,地址：科学大道长椿路交叉口,730
高新区,地铁口，工大西门，真实图片，押一付一,谦祥万和城D区,面积：15.00㎡,"['楼层：19/34层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：长椿路与莲花街交汇处北100米,780
高新区,地铁口精装朝南，空间大，高层采光好,荣邦城 中区,面积：16.00㎡,"['楼层：5/18层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：郑州高新区莲花街与牡丹路口、河南工业大学东侧,900
高新区,【悦如公寓】【精装全齐】温馨舒适大房间首租！实拍专属管家服务,谦祥万和城D区,面积：15.00㎡,"['楼层：32/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,飘窗,地址：长椿路与莲花街交汇处北100米,800
高新区,朝南单间 科学大道升龙又一城 长椿路 地铁口,升龙又一城2号院,面积：15.00㎡,"['楼层：10/34层', '朝向：南', '户型：3室1厅1厨1卫']",风格：纽约故事,入住时间：立即入住,,地址：科学大道与长椿路交叉口,830
郑东新区,悦如龙岗新城 朝南阳台 价格实惠,龙岗新城,面积：20.00㎡,"['楼层：12/20层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：郑东新区金水东路与107辅道交汇处,1030
郑东新区,博学路 明理路 文苑北路教工花苑教工花苑 朝南,教工花园,面积：17.00㎡,"['楼层：10/20层', '朝向：南', '户型：4室2厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：博学路与姚桥路教工花园1号楼1单元10楼西户,980
郑东新区,龙岗新城  朝南大飘窗,龙岗新城,面积：15.00㎡,"['楼层：5/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：卡布奇诺,入住时间：立即入住,,地址：郑东新区金水东路与107辅道交汇处,800
郑东新区,龙岗新城  朝南大阳台,龙岗新城,面积：20.00㎡,"['楼层：5/6层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：郑东新区金水东路与107辅道交汇处,1130
郑东新区,悦如公寓  朝南主卧独卫,商都嘉园,面积：17.00㎡,"['楼层：14/30层', '朝向：南', '户型：4室2厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：商定路徐庄街交叉口,1130
郑东新区,悦如公寓 朝南阳台大次卧 家电齐全 精装修,商都嘉园,面积：20.00㎡,"['楼层：6/30层', '朝向：西南', '户型：4室1厅1厨2卫']",风格：卡布奇诺,入住时间：立即入住,,地址：商定路徐庄街交叉口,930
郑东新区,悦如公寓 商都嘉园 精装朝南主卧独卫,商都嘉园,面积：18.00㎡,"['楼层：19/26层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：商定路徐庄街交叉口,1100
郑东新区,龙岗新城 郑州广播电视大学 楷林雅宝新都会旁 可月付 可短租,郑州广播电视大学家属院,面积：17.00㎡,"['楼层：2/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：青春派,入住时间：立即入住,,地址：金水东路与107辅导交叉口向北800米路东,1030
郑东新区,温馨次卧，生活便利，精装全齐,郑州广播电视大学家属院,面积：17.00㎡,"['楼层：2/6层', '朝向：南', '户型：4室1厅1厨2卫']",风格：柠檬树,入住时间：立即入住,,地址：金水东路与107辅导交叉口向北800米路东,800
中原区,秦岭路 BRT 环境优美 可月付,凯田花园,面积：22.00㎡,"['楼层：15/30层', '朝向：南', '户型：4室1厅1厨1卫']",风格：爱琴海,入住时间：立即入住,,地址：中原区秦岭路与淮河西路交叉口,1200
中原区,紧邻万达 双BRT 欢迎您的来电 我在悦如等着您~,罗庄小区,面积：13.00㎡,"['楼层：29/31层', '朝向：南', '户型：5室1厅1厨2卫']",风格：爱琴海,入住时间：立即入住,,地址：中原路与华山路交叉口西南角,660
